,sentence,label,split
1269,pol project implementation plan ministry public security thua thien hue province,0,train
1270,analyze requirement learn project profession create test case perform test step accord testcase list ui postman api database query log bug insight tool assign dev resolve approve deploy stage environment error ip camera property management monitor system client patroleum company base ohio usa,1,test
1271,analyze requirement create test case perform test step accord testcase list ui database query log bug insight tool assign dev resolve approve deploy stage environment error combination test support test customer stagingproduction environment mmq company da nang vn,1,test
1272,read understand analyze requirement customer design discuss developer solution check report bug assign developer fix bug sure site design match customer requirement test website functionality interface load speed responsive color font image logic website,0,train
1273,support tool crossbrowser test photoshop whatfont gtmetrix addition perform simple task backend wordpress add link button navigation correct error text misspell project realdoll project application buy sell robot,0,train
1274,check image quality product,0,train
1275,ensure quality design test sale functionality responsive load speed interface support app crossbrowser test photoshop whatfont,1,test
1276,log bug assign dev resolve,1,test
1277,unite hair project application buy sell hair product,0,train
1278,check image quality product ensure quality design test sale functionality responsive load speed interface support app crossbrowser test photoshop whatfont,1,test
1279,check voucher functionality membership log bug assign dev resolve,1,test
1280,foundation escrow lattitude jungo app leisure world,0,train
1281,website test base customer design check report bug assign developer fix bug sure site design match customer design test website functionality interface load speed responsive color font image logic,0,train
1282,website support app crossbrowser test photoshop whatfont gtmetrix addition perform simple task backend wordpress add link button navigation correct error text misspell,0,train
1283,ssss nguyen ngoc huy web developer intern,0,train
1284,b le huu trac da nang huynguyen@studentpasserellesnumeriquesorg,0,train
1285,education passerelle numerique vietnamdanavtc sep present major information technology,1,test
1286,enthusiastic goaldriven student look apply knowledge want learn grow company,0,train
1287,experience manage manga website team leader developer httpsgithubcomhuynguyendatabaseprojectgit aug sep,0,train
1288,assign task team member design standardize relational database collect add datum database make slide give presentation,0,train
1289,sep nov web novel read application team leader developer httpsgithubcomhuynguyenoopprojectgit,0,train
1290,assign task team member develop interactional function design develop interface report,0,train
1291,clothing shop website team leader developer httpsgithubcomhuynguyenbasicwebdesignpojectgit jan feb,0,train
1292,activity,0,train
1293,raise fund,0,train
1294,light dream vinh dinh high school volunteer hobby,0,train
1295,computer smartphone book manga gunpla anime,0,train
1296,skill,0,train
1297,technical skill o core language c pascal o html css javascript o mysql o php learn,1,test
1298,professional skill o logical think o communication o teamwork o time management o english o presentation o selflearne,1,test
1299,reference dinh cong vo teacher dinhcong@ passerellesnumeriquesorg phone,0,train
1300,phan van trung apply fresher end developer,0,train
1301,phanvantrung@gmailcom career objective,0,train
1302,ocial staff build beautiful impressiveuser friendlywebsite apply knowledge learn toactual project want able join company workand learn toimprove skill education fpt polytechnic college,0,train
1303,specialize website design summary project travel website,0,train
1304,position develop user,0,train
1305,register login view blog blog detail use reactjs html css js context write code backend datum api process html reactjsgaine experience skill analysis design use reactjs html css js context write code review code use git bug fix ecommerce website analysis design website interface register login view product product detail shop cart view blog blog detail edit information change password backend datum api process html reactjsgaine experience skill analysis design use reactjs html css js context write code review code use git bug fix,1,test
1306,nguyen tat thanh lien chieu da nang,0,train
1307,position develop user prize technical skill good student fall summner basic knowledgeabout reactjs good student fall winter knowledge html css javascript bootstrap responsive knowledge redux convert psd html css interest music game,1,test
1308,jobokocom,0,train
1309,le thi vien tester july,0,train
1310,pham nhu xuong street hoa khanh bac ward lien chieu district da nang city female lethivienle@gmailcom,0,train
1311,httpswwwfacebookcomkalyle objective,0,train
1312,try learn possible good acccomplish task good opportunity promote job improve test skill soft skill tester professional skill unit test automation test year skill,1,test
1313,microsoft ofice,0,train
1314,write testcase certification tester certificate danang university education da nang university medical technology pharmacy sep mar major medical test gpa work experience deming productivity quality institute apr dec employee microbiology laboratory tester trainee university danang jan mar study basic fundamental white box black box test write simple sql statement html css javascript write simple statenment java use redmine test management tool basic fundamental selenium fastworld tech company feb tester work accord model scrum agile review software requirement prepare test script create checklist test case accord software requirement specification test case design technique perform api test postman performance test jmeter create manage bug ticket jira interest activity green summer jul nov read book picnic friend plant tree protect environment,1,test
1315,danang university science technology major engineer aug,1,test
1316,project participation jan link app httpsdrivegooglecomfiledokozfxecunpqcdvetqtfdqbiviewuspshare,0,train
1317,education rdyearstudent caffe application position designercoder main responsibility analysis requirement design table sql build code achievement skill gain improve teamwork skill learn build complete app main responsibility analysis requirement build code share resource network application position designercoder sep dec link app httpsdrivegooglecomfiledaywatklpdkdbcvjykvdfjnrjfviewuspshare achievement skill gain improve teamwork skill learn know computer transfer datum networknetwork protocol,0,train
1318,certification toeic certificate score issue aec,0,train
1319,phan anh tu backend,0,train
1320,dec,0,train
1321,pt@gmailcom,0,train
1322,httpswwwfacebookcomatu objective advantage sale skill experience understand market professional sale staff bring lot value customer contribute development mti technology company skill java databasesql htmlcssj team work selfstudy skill english interest soccer play game,1,test
1323,education da nang university technology student thyear student,1,test
1324,experience october present license plate recognition automatic system recognize license plate car motobike inside garage api travel app httpsgithubcomphuochungdntravelbackend travel app people travel want know food hotel destination decide warehouse management httpsgithubcomthangdoexpresswarehouseapi manage good warehouse easily mobile app web admin dropbox election app blockchain httpsgithubcomphuochungdndecentralizedstoragegit httpsgithubcomphuochungdnelectiongit decetralize application base ethereum blockchain nguyen le phuoc hang intership,1,test
1325,phuochungdn@gmailcom,0,train
1326,httpswwwfacebookcomprofil ephpid objective thyear student da nang university technology pretty good communication teamwork skill study new technology fast want experience real work environment company skill java c sql javascript english ethereum,1,test
1327,doan minh tuan backend developer location da nang viet nam experience technology,0,train
1328,phplaravel advanced education engineer backend developer papagroup technology httpspapagroupnet ongoing da nang viet nam key member handle important feature backend project bhselearne platform event management interaction project start,1,test
1329,code feature backend course class question exam bank online meet room learn exam omz sell platform handle sell track ebay api gearment customcat order project start,0,train
1330,code feature backend frontend auto track track order datum datum platform sale da nang information technology university industry expertise english,1,test
1331,speak medium listen good communication good leadership good teamwork good,0,train
1332,bach khoaaptech speciality international programmer accp,0,train
1333,work experince fpt software java developer tang tien huong java developer,1,test
1334,tangtienhuong@gmailcom,0,train
1335,ngo sy lien hoa minh lien chieu da nang,0,train
1336,httpswwwfacebookcomtangt ienhuong career goal technical leader cto major tech company hobby code read book play game play soccer skill java spring hibernate ms sql oracle html css js angular english office information technology project gsuite softbank project description build company management website google gsuite platform responsibility learn analyze system plan implement backend code technology java ms sql gsuite project sayhr project description build company human resource management module new technology deploy company website responsibility learn analyze system plan implement backend code technology java hibernate spring micro service oracle angularjs jsp project trainingctc project description build website manage class course ctc responsibility learn analyze system plan implement backend code error correction optimization old code line technology java jsf hibernate spring oracle rikkei soft fullstack java developer project aicyte project description build website operation center hospital develop number application patient doctor forth responsibility learn analyze system plan implement backend code plan implement frontend code technology java spring boot micro service angular ms sql project radar navy project description website manage trace object sea radar responsibility learn analyze system plan implement backend code plan implement frontend code technology java spring boot micro service react js oracle project ajient project description build warn system detect unauthorized intruder unusual behavior computer responsibility learn analyze system plan implement frontend code technology golang python angularjs elasticsearch,1,test
1337,ang thi thu sing web frontend intern rd august b le huu trac son tra da nang sangdang@studentpasserellesnumeriquesorg look forward learn new knowledge improve exist skill passerelle numerique vietnam bachelor diploma skill experience webhtml css javascript java c oop mock api git team work presentation communication english activity social project sep nov teach volunteer charitable house number interest draw read book take photo mr vo cong dinh trainer dinhcong@passerellesnumeriquesorg mobile web projectsocial network jen feb,1,test
1338,create function receive notification profile function edit profile information css html js httpsgithubcomnamvkimsocialnetwork java projectclothe shop management octnov,0,train
1339,analyze datum clothe type summarize knowledge attribute build function find customer product information issue sale invoice build attribute customer product design interface input information database projectphone store management junjul create relation customer table product table create procedure display product list prepare presentation test program c project student management nov dec,0,train
1340,build algorithm code test entire project,0,train
1341,ho thi luong frontend developer intern phone email luongho@studentpasserellesnumeriquesorg address hien thanh son tra da nang education passerelle numerique vietnam pnv bachelor diploma information technology expect graduation date oct experience homestay management web design team member jan feb student score manageement oop project team member nov dec design use case class diagram code report library management database project team member sep oct create table relationship design function view write query statement activity healthy balance social project team member sep oct organize event observe player skill contact email confirm look internship position frontend developer willing study new thingsto improve skill frontend developer look apply knowledge grow company technical skill basic web htmlcss javascript oop mysql personal skill teamwork presentation communication english interest enjoy study teamwork speak english friend foreigner music,0,train
1342,nen tang tuyen dung nhan su hang dau viet nam ng vien thanh n nguon tuyendungtopcvvn thanh n,0,train
1343,protect datum da nang city,0,train
1344,protected@topcvvn,0,train
1345,protect datum aim senior developer technical leader year advantage skill experience contribute develop bring value company objective education fpt polytechnic da nang speciality web design work experience web developer internship web developer hospital management software development web developer project japanese da nang walk tuar implement startup website project team skill php wordpress html css mysql webdesign emr company family hospital da nang technology php laravel javascript jquery html css bootstrap sql sever outstanding project implement company appointment system online family hospital time month team size position design analysis design database code interface function project api skill php laravel html css jquery sql sever httpsmemberfamilyhospitalvndatlich website online medical declaration covid family hospital time day team size position design analysis design database code interface code function project tester deploy run directly skill php laravel html css bootstrap jquery sql sever httpsmemberfamilyhospitalvntokhaiyte upgrade maintain optimize function fix old run project flydino technology technology php laravel javascript jquery bootstrap html css sql sever mysql docker aws git outstanding project implement company,1,test
1346,delivery food easy shop ecommerce system time month team size position build backend system code api frontend skill php laravel bootstrap html css jquery mysql docker git line qrcode bakuren ecommerce system store voucher purchase system time month team size position design database build ui backend system write function payment linepay payjp function line app skill php laravelbootstrap html css jquery mysql docker git certification,1,test
1347,graduate pretty good fpt polytechnic university gpa udemy master magento online httpstinyurlcomggu,0,train
1348,english equal b cid aafffedda topcv nen tang tuyen dung nhan su hang dau viet nam tuyendungtopcvvn,0,train
1349,nguyen duc son machine learn engineer,0,train
1350,date birth th address nhat giap hamlet dien village dien ban district quang nam province viet nam phone email ansonnguyen@gmailcom professional profile talented machine learn programmer strong background programming experience cuttingedge development tool articulate professional communication skill formal presentation technical documentation highly productive teambase selfmanage project,0,train
1351,education thirdyear big datum machine learn duy tan university gpa certification,1,test
1352,python fundamental toeic ltc center activity,1,test
1353,worldinnovationday hackathon member team dtu organize day network mentor student,0,train
1354,danang code tour duy tan university member team sqtteam organize week work team,0,train
1355,prediction system predict potential customer banking decision tree algorithm customer description team size position bank system help bank predict potential customer team leader,0,train
1356,research algorithm search datum build model write report python machine learn algorithm sql server user web help user buy lot equipment clothe ball cap developer analysis design code bug fix aspnet c sql server,1,test
1357,sport equipment website responsibility technology customer description team size position responsibility technology,0,train
1358,database sql server mysql system window linux centos language python java html aspnet cc framework net concept ooaood uml office ms word ms excel ms power point,1,test
1359,creative teamwork innovative,0,train
1360,organization,0,train
1361,communication,0,train
1362,hobby interest soccer badminton music reference nguyen dung dean big datum machine learn e dungetic@gmailcom,0,train
1363,tran dinh hoan project stack,0,train
1364,tdhoanit@vkuudnvn,0,train
1365,httpswwwfacebookcomtoilad hoan objective currently look internship position environment offer great challenge increase benefit opportunity help company advance efficiently productively skill computer science english pastime activity draw play sport danang university faculty vietnam korea university infomation communication technology,1,test
1366,education major computer science,1,test
1367,work experience project pack map project description research build multiplatform parking search application da nang city team size responsibility stack project research build lane detection system classification traffic sign information project research build lane detection system classification traffic sign information project description research topic detect lane classify assign sign information vietnam serve process form selfdrive car python team size responsibility stack project realtime response multiplatform video system project realtime response multiplatform video system project description system allow videocall user respond directly real time log pp technology webrtc operate platform website mobile team size responsibility stack internship position sdc form end android project build music app project description build music player app music playback function display playlist team size responsibility design interface function database application project stack project smart switch project description timer device automatically turn electrical device arduino circuit realtime circuit rtc ds team size responsibility communicate teacher teammate clarify requirement load code arduino write report slide project,1,test
1368,activity video design competition apec event video content video tell journey country apec vietnam olympic computer science solve math problem,0,train
1369,vietnam olympic computer science annual informatic competition university information technology pisi startup idea contest design idea implementation application write android studio connect tourism young people,1,train
1370,prize good idea pisi entrepreneurship contest,0,train
1371,certificate vietnam digital build quality website vietnam digital use datum drive growth vietnam digital work effectively online slide vietnam digital business google search map,0,train
1372,profile tran van ly personal detail,0,train
1373,tran van ly nationality vietnamese date birth july marital status mail mobile skype address single tranvanly@gmailcom vietnamese english mother tongue fair language education ly tran nguyen luong bang hoa khanh lien chieu da nang,0,train
1374,danang university technology science,1,train
1375,internship position developer tester organization asiantech internship image process machine learn position research code organization kubtech ai engineer kubtech company,1,train
1376,developer experience month software experience computer vision machine learn year hard work team workinghigh self motivation,1,train
1377,practical experience operate system technical skill cc python,1,train
1378,cc python programming language app framework tool,1,train
1379,machine learn algorithm svm kmean decisontree randomforest knn,1,train
1380,deep learn framework caffe tensorflow keras,1,train
1381,deep learn algorithm single shoot mutibox detector ssd fast rcnn object detection yolo image process opencv,1,train
1382,python library scikitlearn panda matplotlib seaborn numpy scipy,1,train
1383,visual studio project tester duration description,1,train
1384,objective project develop game c project position general information project scope,1,train
1385,test code technology runtime environment,1,train
1386,customer japan customer,0,train
1387,microsoft window,0,train
1388,visual development environment,0,train
1389,visual,0,train
1390,project position general information project duration machine lean engineer,1,train
1391,customer deoca,0,train
1392,project hai van tunnel cu mong tunnel description,0,train
1393,scope project,0,train
1394,detection recognition classification vehicle,1,train
1395,caculate traffic volume vehicle type,0,train
1396,caculate traffic volume tunnel,1,train
1397,detection warn vehicle stop tunnel,0,train
1398,detection warn vehicle wrong way tunnel,0,train
1399,detection warn vehicle congestion tunnel,0,train
1400,detection warn distance violation vehicle tunnel,0,train
1401,estimate speed warn slow overspeed vehicle,0,train
1402,detection warn pedestrian motorbike smoke drop,0,train
1403,recognition license plate machine learn algorithm tunnel opencv ps project c python,1,train
1404,small project cat dog classifierface recognition traffic light detection object detection opencv stateoftheart algorithm project scope,1,train
1405,datum prepare label clearne preprocesse,1,train
1406,build model optimizer algorithm,1,train
1407,code implement integrate server,1,train
1408,technology runtime environment,0,train
1409,microsoft window linux,0,train
1410,cuda,0,train
1411,opencv,1,train
1412,python development environment,1,train
1413,qt creator,1,train
1414,career objective want expert field computer vision artificial intelligence future involve work utilize skill creatively involve system effectively contribute growth organization employ develop skill development company look new challenge growth opportunity hobby read news book new technology volunteer travel attend collective activity listen singe music play football good goal keeper player table tennis,0,train
1415,nguyen van bay backend developer location da nang viet nam experience backend developer papagroup technology httpspapagroupnet ongoing da nang viet nam key member handle important feature backend project mplify event httpsmplifyeventscom platform event management interaction project start,0,train
1416,code feature request client neolab project implement important task manage employee set year class kindergarten technology,1,train
1417,phplaravel advanced education engineer da nang viet nam da nang information technology university industry expertise english,1,train
1418,speak good listen good communication good leadership good teamwork good,1,train
1419,vo van tuong java developer education oct july objective seek java developer position able use knowledge gain software development willing learn new research new technique order work enhance individual skill currently look fulltime position environment offer great challenge increase benefit opportunity help company advance efficiently productively ho chi minh city university food industry major electrical electronic engineer technology practical experience june present vinaenter academy java web course main responsibility project bsong description simple website allow people view content song different genre web system html css javascript jquery java core java servlet work mysql link github httpsgithubcomvantuongitbsonggit project web electronic description simple website possible buy product electronic pay online web system html css javascript jquery java core java servlet ajax work mysql link github httpsgithubcomvantuongitelectronicgit project cland description simple website allow real estate situation web system html css javascript jquery java core java spring mvc spring security link github httpsgithubcomvantuongitclandgit activity present volunteer group hieu ve manh doi volunteer,1,train
1420,gift homeless people implement program exchange tree protect environment,0,train
1421,vantuongktdt@gmailcom,0,train
1422,httpswwwfacebookco mprofilephpid skill programming java background n java servlet jsp jdbc web development java logical think creative teamwork skill interest soccer music read book,1,train
1423,pham thanh dat int ernship phplaravel contact nguyen minh chau street hoa quy ward ngu hanh son district da nang vietnam ptdatit@sictudnvn skill soft skill teamwork git phplaravel html css bootstrap sql javabasic android language english elementary pham thanh dat int ernship phplaravel t ruly mot ivat ion t hat challenge t hus pursue passion build program websit e useful t o t need t people deep desire sincerely wish t hat able t o cont ribut e t o count rys development scient ifically economically personal profile gender birthday,0,train
1424,marital status single nationality,0,train
1425,vietnamese country,0,train
1426,vietnam career information level salary job type industry location,0,train
1427,student internship,1,train
1428,negotiable,0,train
1429,internship,1,train
1430,da nang experience year experience current level st udent int ernship intern phplaravel web t ring tam phat t rien phan mem sdc t t eam leader t project intern java web fpt software,1,train
1431,design code end support backend code dat abase design make report s slide education high degree level degree degree viet nam korea university information communication t echnology career highlight,1,train
1432,t websit e project android project t pat h t project ht t psgit hubcomdat ptsanbongapp ht t psgit hubcomdat ptsanbongweb,0,train
1433,careerbuildervn,0,train
1434,le anh lam internfresher frontend anlam@gmailcom,0,train
1435,facebook fbcomalaam github githubcomanhlamlee,0,train
1436,danang vietnam learn knowledge improve skill acquaint experience work environment work experience ecommerce website cdio laptop shop tech mongodb nodejs reactjs html css team work project analysis frontend,1,train
1437,objective skill htmlcss javascript reactjs basic rest api education major information technology duy tan university gpa interest,1,train
1438,soccer readwrite,0,train
1439,music travel,0,train
1440,vietnamkorea university information communication technology major information technology,1,train
1441,work experience semester year learn language java oop c c mysql sqlserver create application management school dormitory java swing mysql semester year continue learn advanced java build clientserver chat application learn build static website html css javascript jquery bootstrap ajax mobile screen tablet semester second year learn design fullfeature website php mvc build fully functional manageable website additionally research laravel framework semester second year learn mobile programming java conjunction site available semester restful api help completely create application,1,train
1442,conpertition compertitor competition web design compertitor school english talent contest compertitor robocar competition learn outside study toeic academy english center nguyen son hai intern,0,train
1443,october,0,train
1444,kgsonhai@gmailcom,0,train
1445,nguyen tao street ngu hanh son district da nang city,0,train
1446,httpswwwfacebookcomnshai objective want apply php internship position try learn possible good order accomplish task good opportunity promotion future job develop skill development company want prove skill highlight english communication ability work independently team work proactive decisive innovative work communication skill negotiation convincing customer interest travel play sport,0,train
1447,httpswwwfacebookcomatu objective advantage sale skill experience understand market professional sale staff bring lot value customer contribute development mti technology company skill java script databasesql htmlcss team work selfstudy skill english interest soccer play game,1,train
1448,nguyen hoai lam apply java fresher,1,train
1449,contact information date birth gender phone email address lamdeasung@gmailcom cao thang hai chau da nang viet nam,0,train
1450,website,0,train
1451,httpswwwfacebookc omnguyenhoailam objective openedminde individual prove track record design database code great eye detail strong technical skill excellent interpersonal skill dedicate maintain uptodate industry knowledge skill decide choose software industry profession choose java expertise,0,train
1452,programing java rank good,1,train
1453,certificate professional programming course,1,train
1454,grant professional programmer training center iviettech,0,train
1455,ispace college major computer programmer technical skill,1,train
1456,programming java technical skill summary,1,train
1457,spring security spring boot api,1,train
1458,experience netbeans ide eclipse idea experience mysql workbench experience maven experience github sourcetree experience html css js bootstrap thymeleaf experience ooad uml knowledge basic java oop software measurement analysis computer science practice engineer software construction take project summary november december hotel management hotel management system description purpose project provide online book facility easy room rental facility help people book room fast easy convenient programming java database mysql workbench web server tomcat ide netbeans technology spring mvc jpa spring security ooad oop html css boostrap js thymeleaf team number role member responsibility function,1,train
1459,analysis design db,1,train
1460,english skill read skill material,1,train
1461,listenne skill,0,train
1462,speak skill,0,train
1463,write skill,0,train
1464,schedule adaptability problem solve ability work pressure time management skill teamwork collaboration presentation delivery skill,0,train
1465,interest soccer read book music nu metal travel,0,train
1466,sign login logout authentication authorization book search room book detail checkout payment list order place edit information send email message cancel room,0,train
1467,gain experience skill database design analysis teamwork collaboration time management skill problem solve information search skill work mysql workbench work spring mvc jpa experience template html css bootstrap experience ajax javascript experience github bitbucket,1,train
1468,source code httpsgithubcomlamnguyenmanagehotel,0,train
1469,august,0,train
1470,manage description build website jspservlet include function add edit delete search infomation login logout page design end html css bootstrap ide netbeans database mysql workbench technology jsp servlet jdbc gain experience skill,1,train
1471,experience jsp servlet jdbc,1,train
1472,experience html css bootstrap source code httpsgithubcomlamnguyenmanageuserjsp servlet,1,train
1473,product home page description desgin product home page html css ide notepad gain experience skill,0,train
1474,experience html css,1,train
1475,source code httpsgithubcomlamnguyenproducthomepage,0,train
1476,nguyen viet niem date birth december gender phone email vietniem@gmailcom address danang vietnam website httpswwwfacebookcommaymanmao objective thehost company education august march obtain job develop code skill academic knowledge gain atuniversity interest learn new technology believe suitable position company ahuge opportunity apply understand software engineer practice add value duy tan university major software engineer important topic java objectoriente programming frontend web development web java application datastructure algorithm cloud compute c net mobile programming android webdevelopment network software requirement software test operate system experience march duy tan university role backend deveoper july march apprentice microsoft da nang description join frontend group member spring framework build sale website techique springboot tomcat template frontend role software developer description technique,1,train
1477,learn build complete website sell item store,0,train
1478,frontend html css js template,1,train
1479,backend springboot springmvc jspservlet skill english communication intermediate level computer developer word excel powerpoint hibernate java spring boot spring mvc end develoment security soft skill,1,train
1480,teamworking motivate quick learner attention detail play football reference tran thi trinh duy tan teacher,0,train
1481,shortterm work professional dynamic environment want handle work efficiently want experience major choose longterm improve technical level opportunity employee company phan thanh son developer,0,train
1482,da nang university economy september major management information system gpa,0,train
1483,phanson@gmailcom,0,train
1484,phan hanh son da nang,0,train
1485,activity skill office word excel power point bch lcd khoa thong ke tin hoc november commissioner bch lcd khoa thong ke tin hoc,0,train
1486,organize monthly event interact student faculty perform work school,0,train
1487,computer certificate,0,train
1488,technical skill strength,0,train
1489,communicate knowledge information technology sql microsoft office learn end programming php use good computer passion programming love learn public speak logical think english communication interest soccer listen music walk photo,1,train
1490,l e v n h n h n d u c r e c t j s n t e r n p r o j e c t s cinema critic nov dec e x p e r e n c e s developer student club november join dsc mobile developer use flutter create mobile app github githubcomlvxduckyourcinemacritic description yourcinemacritic mobile application help user search criticize movie quickly conveniently tech stack java androidstudio firebase git unigo jan present github githubcomdscdutunigomobile description unigo danang university technology virtual interactive map tech stack flutter html css js vuejs git c h e v e m e n t s gameloft game jam lead team member code interactive game unity complete hour innovation challenge win good idea prize round competition dut programming challenge honorable mention da nang startup runway good idea prize b o u t m e look challenge role reputable organization utilize technical database management skill growth organization enhance knowledge new emerge trend sector c o n t c t n f o r m t o n levinhnhanduc@gmailcom nguyen luong bang hoa khanh bac lien chieu da nang wwwfacebookcomlevinhnhanduc wwwlinkedincominxduck e d u c t o n danang university science technology major information technology gpa accumulate merit scholarship excellence student t e c h s t c k proficient reactjs flutter unity dart c javascript html css familiar android native react native python cocos creator java gamemakerc c typescript,1,train
1491,education su pham ky thuat university major management information system oct dec gpa work experience tomoni solution company intern fresher dec main responsibility learn gitgithub learn postman learn restful api learn tutorialformsadvancedoop learn mysql design db learn laravel design pattern project electronic shop website role backend developer programming phplaravel jqueryajax htmlcss js target website accountant sale role backend developer programming phplaravel jqueryajax htmlcss js target update good calculate customer debt saiko express ship registration website role backend developer programming phplaravel jqueryajax htmlcss js target create ship order registration page ship order track page fresher phplaravel fresher phplaravel,1,train
1492,mai van anh,0,train
1493,email anhcdcn@gmailcom,0,train
1494,date birth june,0,train
1495,address da nang viet nam,0,train
1496,objective dedicate learn want improve high role project skill php gitgithub jqueryajax htmlcss javascript laravel interest musicsingand play guitar,1,train
1497,nguyen thi triet manual tester trietnguyen@gmailcom,0,train
1498,sep skype trietnguyen danang vietnam female,0,train
1499,carefully patient detailoriente person good knowlegde technology responsibility able work pressure able communicate proficiently strong problem solve time management skill,0,train
1500,comment skill technical team work sql english viewpoint logical think creative public speak education major accountant information technology college oct interest,1,train
1501,learn music,0,train
1502,travel read book work experience accessory management fpt retail july feb main responsibility control sale revenue control quantity good write daily monthly report recognition gain advertising product company customer effectively contribute increase number customer month work junior qa quality assurance gameloft vietnam june find report bug jira clear summary description step reproduce attachment write testcase report daily task handle technical workshop achievement skill gain find bug month work positively evaluate management achieve management objective observe learn catch issue project tool gameloft company jira trello ad private tool,1,train
1503,phan hong trung developer phantrungdhbkdn@gmailcom nang vietnam httpswwwfacebookcomtrun gphan,0,train
1504,objective apply experience skill study proccess practical work environment learn knowledge experience able professional computer programmer,0,train
1505,education bach khoa technology university da nang city student major electronic telecommunication specialize computer technique gpa microsoft da nang university academy sep jan student javahtmlcss finish java course vnpt center quang nam province dec jan intership internet protocol tv iptv complete training course iptv technical study divide internet low layer know deploy develop iptv gameloft vietnam da nang july developer programer junior work game project gameloft c java c python learn create game unity engine leadplus vietnam da nang developer programer leader work marketing webtool project leadplus c java c python linux aws reactjs html java script charge programming team deploy domestic marketing tool hold company japan product httpsemplancom rikai technology da nang october january developer python programer leader design build tool automate sale team jobspython linux aws html java script team size vietnam japan,1,train
1506,skill english office logical think creative public speak,0,train
1507,project university aug nov design construct smart warehouse system dec feb design electronic commercial website dec feb design construct warn monitor system electric motorcycle gps dec mar design construct smart home system build android application hardware model,0,train
1508,activity oct jun green summer club da nang chairman volunteer appeal sponsor company factory peopleect help poor handicapped remote area share encourage poor overcome difficult stage help optimistic think motivation overcome life organise actual activity entertainment trainning skill apr feb voluntary central network vn vvc national volunteer centre secretary member stand commitee gather associate club group central area,0,train
1509,additional information knowledge design programming hardware embed system addition know background java python reactjs c c languagea use html css sql aslo read understand specialize english document,1,train
1510,curriculum viate,0,train
1511,personal profile nguyen thanh dinh,0,train
1512,date birth th january gender email phone nationality viet nam thanhdinh@gmailcom look job relate software test apply knowledge college daily task study new thing senior leader improve personal skill,0,train
1513,study fpt polytechnic college da nang,1,train
1514,technical skill o java php laravel html javascript o database ms sql server mysql o operate system window linux ubuntu macos o development tool netbeans eclipse visual studio code,1,train
1515,personal skill o good knowledge software test test methodology test type o experience mobile web application smarttv o knowledge automation test tool selenium o experience write test plan test case bug o know test process o good teamwork work independent o willing learn new technology o good logical think o high responsibility o foreign english,1,train
1516,experience project main task development tool project main task development tool employee management java application database design design input form,1,train
1517,write program add import delete edit search employee,0,train
1518,java swing database ms sql server quan ly ban hang web application design theme database design,1,train
1519,write program add delete edit product,0,train
1520,registration form view detail java servlet html javascript database ms sql server,1,train
1521,internship asiantech company main task training test knowledge,1,train
1522,write testcase qc engineer galaxy company main task support team customer service handle customer feedback analysist requirement design test case checklist,1,train
1523,error,0,train
1524,confluence,0,train
1525,manage task create bug jira contribute idea po improve functionality test new feature galaxy play app web smarttv,1,train
1526,learn new technology listen music travel,0,train
1527,personal information date birth january phone email truonghongngan@gmailcom address chu van street dong phu town que son district quang nam province vietnam personal profile meticulous reliable honest patient responsible person try good complete task basic knowledge machine learn eager challenge order grow improve information technology skill hobby interest truong hong ngan ai internship,0,train
1528,present duy tan university major big datum machine learn gpa technical skill,1,train
1529,python java c matlab html database sql server mysql microsoft access editor visual studio code jupyter notebook concept ooaood uml office word excel powerpoint soft skill,1,train
1530,teamwork organization certification achievement,0,train
1531,python fundamental codelearnio fpt,1,train
1532,award certificate merit excellent student duy tan university provost,0,train
1533,award certificate merit good student duy tan university provost,0,train
1534,solve puzzle reference,0,train
1535,play volleyball badminton,0,train
1536,socialize friend available request,0,train
1537,duong van nguyen website intern contact information,0,train
1538,apr nguyenduongqt@gmailcom tran cao van da nang viet nam httpswwwlinkedincominnguyenduong ba,0,train
1539,work professional environment opportunity work learn good programmer fullstack developer future skill htmlcssjsjquery phpmysql laravel framework teamwork communication presentation education aug apr study fpt polytechnic college major web development graduate certification school,1,train
1540,notch,0,train
1541,office information honor award school award good student fall semester award excellent student spring semester award good student summer semester award good student fall semester award good student spring semester award good student summer semester award excellent student fall semester project build sky mart online supermarket system website help people shop online team size position backend developer responsibility setup repository github team design website layout design database add model relationship product management login member multi technology frontend htmlcssjquerybootstrap backend mysqllaravel framework experience learn projectsneed cultivate knowledge hasty make project avoid error need write well code clean code write convention code ecommerce website build laravel framework website help people shop online team size position backend developer,1,train
1542,responsibility design database add relationship model product management member management create shop cart order management comment review management,0,train
1543,technology frontend htmlcssjquerybootstrap backend mysql laravel framework admin build tour book website htmlcssjquery build layout htmlcssboostrap apply jquery effect technique website,1,train
1544,nguyen duy thuong internship date birth july email gender address ndthuongdev@gmailcom da nang vietnam phone website httpswwwfacebookcomprofilephp,0,train
1545,university da nangvietnam oct present korea university ofinformation communicationtechnology major information technology gpa objective education look forward work thecompany field informationtechnology accumulate moreexperience handle workeffectively quickly make useof capability contribute thesuccess company aprofessional staff bring bestproduct customer therebyhelpe company increase thenumber customer want tobecome official employee thecompany work experience,1,train
1546,app commerce experience design app commerce,0,train
1547,web shop shose experience mysql skill java kotlin mysql php interest soccer music,0,train
1548,le thi vien junior tester july,1,train
