,sentence,label,split
2395,spring microservice svnoauth2postgre sqlswagger2,0,train
2396,csdlquanhuyen,0,train
2397,leader developer,0,train
2398,codingsupportreview source code management assign task,0,train
2399,frontend html css bootstrap angularjsjavascript,1,test
2400,backend java spring mvc spring bootrestfull,1,test
2401,database mysql oracle mybatis,1,test
2402,version control svngithub,0,train
2403,intership framgia company,0,train
2404,fresher ruby,1,test
2405,learn ruby rail git technical,1,test
2406,developer fpt software company,1,test
2407,developer rikkeisoft,0,train
2408,developer unitech,0,train
2409,visual basic application,0,train
2410,code java android,1,test
2411,code java,1,test
2412,code java html css angularjs spring boot restful api,1,test
2413,hoang nam nguyen,0,train
2414,apply php developer,1,test
2415,hoa ng nam nguyen,0,train
2416,date birth 09/04/1989,0,train
2417,phone 0337548422,0,train
2418,email nguyennhdn@gmailcom,0,train
2419,address 18 chon tam 3 lien chieu da nang,0,train
2420,good staff php developer position,1,test
2421,money hope stable job,0,train
2422,iviettech,0,train
2423,university technical education ho chi minh city,1,test
2424,rank good gpa 89/10,0,train
2425,php develop application require database,1,test
2426,phpmyadmin work mysql database,1,test
2427,develop php application datum store datum mysql database,1,test
2428,use mvc pattern structure organize code,0,train
2429,technology skill,0,train
2430,proficiency,0,train
2431,note,0,train
2432,database management system,1,test
2433,4 apply theory,0,train
2434,2y,0,train
2435,3 practical application,0,train
2436,3practical application,0,train
2437,magento 2,1,test
2438,15y,0,train
2439,yii2 framework,0,train
2440,6 month,0,train
2441,1y,0,train
2442,web api,1,test
2443,4applied theory,0,train
2444,native vietnamese,0,train
2445,able read understand specialize document,0,train
2446,perofessional experience,0,train
2447,sell laptopcource,0,train
2448,iviettech center trane,0,train
2449,get analyze requirement,0,train
2450,database design,0,train
2451,web application development,1,test
2452,unit test,0,train
2453,deployment,0,train
2454,laravel framework 58,1,test
2455,project purpose pratice skill technology learn course,1,test
2456,use laravel framework,1,test
2457,academy music,0,train
2458,developer php,1,test
2459,mor technology,0,train
2460,yii2,0,train
2461,lgcn ecommerce,0,train
2462,10/2019 present,0,train
2463,team size 60,0,train
2464,project purpose development academy music app teacher manager,0,train
2465,project purpose development online branch shopob india,0,train
2466,website migration store website 70 country,0,train
2467,fpt,0,train
2468,api,1,test
2469,graphql,0,train
2470,nguyen phuoc hai,0,train
2471,danangvietnam,0,train
2472,phone 0934978794 email haito1998@gmailcom,0,train
2473,d e v e l o p e r,0,train
2474,experience objectoriente programming develop test debug code design interface,1,test
2475,administer system network,0,train
2476,quickly learn master new technology,0,train
2477,ability work customer,0,train
2478,eager challenge order grow improve skill,0,train
2479,great passion life technical knowhow benefit people organisation,0,train
2480,especially love space science opportunity hope contribute develop,0,train
2481,vr360 dts group danang,0,train
2482,software developer specialize 4d solution life develop 4d map exclusively vietnam,0,train
2483,intern mobile developer 1/2020 2/2020,0,train
2484,serve trainee software development team develop application administrator draw,0,train
2485,map entity 2 version app,0,train
2486,javadart,0,train
2487,framework flutter,0,train
2488,izi sofware danang,0,train
2489,fresher mobile developer 5/2020 9/2020,0,train
2490,serve software development team develop application administrator draw,0,train
2491,map entity 2 application,0,train
2492,fpt software danang,1,test
2493,intern java web developer 01/2021 03/2021,1,test
2494,internship web development software development team manage pharmacy,1,test
2495,framework springboot,0,train
2496,project experience,0,train
2497,mystore android app,0,train
2498,personal app personal project 1 sale app manager qr code individual household,0,train
2499,salonhairmanagement izi sofware android app,0,train
2500,hair salon management application schedule time management customer,0,train
2501,plumparmacity fptsofware web java,1,test
2502,link allow public,0,train
2503,education credential,0,train
2504,duytan university,0,train
2505,major bachelor information technology,1,test
2506,august 2016 june 2021,0,train
2507,2 contest hour code,0,train
2508,gdg mien trung da nang,0,train
2509,8 contest hour code,0,train
2510,3 contest dtu iot,0,train
2511,java programming datum,1,test
2512,objectoriente design,0,train
2513,api datum connection,1,test
2514,dart programming datum,0,train
2515,structure,0,train
2516,kotlin programming datum,0,train
2517,wireless mobile software,1,test
2518,firebase,0,train
2519,distribute os,0,train
2520,enterprise software,1,test
2521,amazon web service,1,test
2522,network,0,train
2523,dart,0,train
2524,linux,0,train
2525,tcp,0,train
2526,window,0,train
2527,rpc,0,train
2528,aws,0,train
2529,ruby,1,test
2530,ubuntu,0,train
2531,http,0,train
2532,nosql,0,train
2533,security,0,train
2534,j2ee,0,train
2535,sql lite,1,test
2536,le van thuan,0,train
2537,p r o g r m e r w e b,0,train
2538,thedanh0410@gmailcom,0,train
2539,communication,1,test
2540,technology university,1,test
2541,3year student,0,train
2542,design website,0,train
2543,link producthttps//bitlycomvn,0,train
2544,work small project,0,train
2545,web end font laravel framework,1,test
2546,end design,0,train
2547,intern php,1,test
2548,web programming laravel framework php,1,test
2549,fontend web,1,test
2550,knowledge object orient opp java,1,test
2551,basic knowledge html css boostrap javascript,1,test
2552,sqljava programming object orient basic,1,test
2553,knowledge php know use git basic,1,test
2554,level,0,train
2555,complete project java swing web,1,test
2556,code free time,0,train
2557,play sport,0,train
2558,team size 14 person,0,train
2559,new vaccine,0,train
2560,vo thanh tin,0,train
2561,tin3348/,0,train
2562,vtt18011997@gmailcom,0,train
2563,quang ngai city quang ngai,0,train
2564,backend spring framework spring datum spring web,1,test
2565,service spring boot mysql workbench 80ce firebase,1,test
2566,upload image file,0,train
2567,spring boot write apis web service,1,test
2568,datum backend frontend jdbc jparepository,0,train
2569,frontend build ui thymeleaf bind,0,train
2570,datum view,0,train
2571,team size 10 person,0,train
2572,wish professional stable,0,train
2573,develop work environment,0,train
2574,programming knowledge thing,0,train
2575,2 year,0,train
2576,professional backend programmer,0,train
2577,java programming learn,1,test
2578,crud database,0,train
2579,use websocket build chat online notification,0,train
2580,mvc,0,train
2581,create prototype design ui function delete modify,1,test
2582,create design detail write usecase diagram,1,test
2583,create blackbox tc create database mysql,1,test
2584,code java8 spring boot spring resful angular bootstrap,1,test
2585,upload image firebase,0,train
2586,pseudocode,0,train
2587,workbench 80ce,0,train
2588,team size 4 person,0,train
2589,teacher manager,0,train
2590,student manager,0,train
2591,graduate project management,0,train
2592,high teamwork ,1,test
2593,spirit eager learn,0,train
2594,share,0,train
2595,use websocket notification,0,train
2596,upload image file excel word firebase,1,test
2597,mrs tran thi tam,0,train
2598,mobile 0905 440 132,0,train
2599,tran hieu trung,0,train
2600,frontend wen developer,0,train
2601,hieutrungpt2007@gmailcom,0,train
2602,cmt8 cam le da nang,0,train
2603,https//wwwlinkedincom 74/,0,train
2604,knowledge reactjs react native experience understand,1,test
2605,ui design improve customer enduser satisfaction,0,train
2606,learn creative meticulous work able work pressure,0,train
2607,want work professional programming,0,train
2608,university greenwich,0,train
2609,environment develop professional,0,train
2610,skill learn new programming knowledge,0,train
2611,successfully complete job deliver,0,train
2612,web technology reactjs,1,test
2613,project build doctorcare,0,train
2614,graduation thesis,0,train
2615,subject,0,train
2616,enterprise web software development,1,test
2617,human computer interaction design 60,0,train
2618,doctor easy,0,train
2619,purpose doctorcare application allow patient book,0,train
2620,appointment online medical examination management,1,test
2621,final year project,0,train
2622,mobile application design,0,train
2623,development40,0,train
2624,requirement management,0,train
2625,role project build api design website interface develop,1,test
2626,website functionality,0,train
2627,engine platform,0,train
2628,technology javascript nodejs build v8 javascript,1,test
2629,le chi binh,0,train
2630,126 nguyen chanh hoa khanh bac lien,0,train
2631,chieu da nang,0,train
2632,lechibinh2012@gmailcom,0,train
2633,calm personality,0,train
2634,good communication,1,test
2635,currently student major website design graduate ,1,test
2636,eager learn ,0,train
2637,knowledge learn apply real work design company website practical work,0,train
2638,website design experience,1,test
2639,september 2018 january 2021,0,train
2640,september 2018 present,0,train
2641,implementation school,0,train
2642,specialize project,0,train
2643,october 2019 present,0,train
2644,polytechnic danang college,0,train
2645,achieve title excellent student semester study,0,train
2646,graduate good high,0,train
2647,basic information technology,1,test
2648,office information,0,train
2649,design image photoshop adobe photoshop,1,test
2650,admin website,0,train
2651,frontend framework,0,train
2652,marketing internet,0,train
2653,school project,0,train
2654,design sale website php wordpress php laravel,1,test
2655,instructor lecturer fpt school,0,train
2656,club sao truc,0,train
2657,participate volunteer entertainment activity street,0,train
2658,performance donate money charity people difficult,0,train
2659,share encourage overcome difficult time,0,train
2660,positive thought,0,train
2661,da nang green club,0,train
2662,join green summer activity danang green summer club,0,train
2663,distribute clothe food homeless accord,0,train
2664,group program,0,train
2665,art,0,train
2666,gym,0,train
2667,work skill,0,train
2668,truong van toan,0,train
2669,lien chieu da nang,0,train
2670,duy tan university halt,0,train
2671,codegym dn fullstack web,1,test
2672,programming course,0,train
2673,golang python javascript,1,test
2674,02/2020 02/2021 newmoon,0,train
2675,woocommerce order,0,train
2676,management tool web,1,test
2677,gmc account management,1,test
2678,web,1,test
2679,shopify product crawl,1,test
2680,image composite tool,1,test
2681,image background remove,0,train
2682,account register browser,0,train
2683,automation tool,1,test
2684,toantruong21042k@gmailcom,0,train
2685,mongodb mysql postgresql,1,test
2686,framework / lib / runtime,0,train
2687,nodejs angular reactjs,1,test
2688,mongoose chromedp,0,train
2689,puppeteer expressjs imagick,1,test
2690,brief skill,0,train
2691,fullstack web,1,test
2692,browser automation,0,train
2693,datum crawl,0,train
2694,image process,0,train
2695,server management,1,test
2696,woocommerce platform,0,train
2697,work environment,0,train
2698,ubuntu os,0,train
2699,vs code vim,0,train
2700,598 hoang dieu hai chau dist,0,train
2701,da nang city,0,train
2702,dophuongthao459@gmailcom,0,train
2703,e d u c t o n l h s t o r y,0,train
2704,software engineer 2014 present,0,train
2705,study datum structure algorithm object orient,1,test
2706,programming analysis design algorithm,1,test
2707,work website launch new app,0,train
2708,service,0,train
2709,s k l l s s u m m r y,0,train
2710,w o r k e x p e r e n c e,0,train
2711,thao phuong,0,train
2712,f r o n t e n d w e b n t e r n,0,train
2713,p e r s o n l p r o f l e,0,train
2714,logical think skill creative mindset want,1,test
2715,key member bring effective,0,train
2716,solution customer time want,0,train
2717,improve knowledge professional work,0,train
2718,codecomplete vietnam,0,train
2719,internship 7/2020 9/2020,0,train
2720,work frontend widget,0,train
2721,shadow senior developer large project,0,train
2722,learn use tool sass css,1,test
2723,learn minify code css js,1,test
2724,development crossbrowser,1,test
2725,compatibility grade browser support environment,0,train
2726,p r o j e c t s,0,train
2727,smash bootstrap business template,1,test
2728,frontend developer 1/2021 4/2021,0,train
2729,feature include sticky header navigation smooth,0,train
2730,scroll section lovely intro slideshow portfolio,0,test
2731,lightbox functionality pricing table testimonial,0,test
2732,team google map integration end contact,0,test
2733,form footer,0,test
2734,amoeba designer make website bootstrap,1,test
2735,frontend developer 3/2021 4/2021,0,test
2736,page website,0,test
2737,implement web design development principle,1,test
2738,build stable software,1,test
2739,bring mockup life html css jquery,1,test
2740,c o n t c t,0,test
2741,html5,0,test
2742,css3,0,test
2743,l n g u g e s,0,test
2744,c e r t f c t o n s,0,test
2745,c certificate,1,test
2746,issue iviettech programming,0,test
2747,tran dinh sing,0,test
2748,apply ai engineer,0,test
2749,birthday 01/01/1997,0,test
2750,phone 84 329944433,0,test
2751,email dinhsang111997@gmailcom,0,test
2752,github githubcom,0,test
2753,tran dinh sing 24 year old,0,test
2754,hometown quang tri,0,test
2755,technology major computer engineer,1,test
2756,start learn ai 2020 study time,0,test
2757,participate real project,0,test
2758,major computer engineer,0,test
2759,laguagepythonc,0,test
2760,databasesqlmy sql,1,test
2761,version controlgithubcolabjupyter notebook,0,test
2762,knowledge tensorflowkeraspytorch library,0,test
2763,nov 2020 computer vision,0,test
2764,team size2,0,test
2765,description deep learn warn oto,0,test
2766,driver insomnia work time,0,test
2767,laguagepython,0,test
2768,librarytensorflowkeras,0,test
2769,modelcnn,0,test
2770,colection databuild model,0,test
2771,google colab,0,train
2772,https//https//colabresearchgooglecom,0,train
2773,6pqvrqdhztrcukiv7u3tuikodauthuser1scrolltodyoix,0,train
2774,i1fsx7,0,train
2775,sport specialize badminton,0,train
2776,sing guitar,0,train
2777,nguyen quang thai,0,train
2778,english quang thai nguyen,0,train
2779,address phu xuan phu vang thua thien hue province,0,train
2780,phone 84 359 82 8822,0,train
2781,email quangthainguyen8698@gmailcom,0,train
2782,good communication ,1,test
2783,hard work developer ,0,train
2784,ensure complete job well ,0,train
2785,developer international environment objective update late,0,train
2786,trend technology confident give opportunity useful talent,0,train
2787,june 2017 present,0,train
2788,bachelor information technology bachelor pedagogical,1,test
2789,informatic university education da nang,0,train
2790,sound knowledge php html css javascript,1,test
2791,library jquery bootstrap ajax,1,test
2792,relational database mysql ms sql server,1,test
2793,framework cms laravel codeigniter wordpress,1,test
2794,ide php storm netbeans,1,test
2795,operate system window linux ubuntu,0,train
2796,source control git,0,train
2797,build website find rent place event location php,1,train
2798,management php mysql,1,train
2799,build ecommerce website php base framework,1,train
2800,laravel codeigniter,1,train
2801,apr 2020 present build website cms wordpress,0,train
2802,code read run play guitar flute swim,0,train
2803,ativitie project,0,train
2804,feb 2018 jun 2018 design website interface htmlcssj,0,train
2805,build management website student commodity,1,train
2806,ho tan trieu,0,train
2807,backend developer,0,train
2808,location da nang viet nam,0,train
2809,papagroup technology https//papagroupnet/,0,train
2810,9/2018 ongoing da nang viet nam,0,train
2811,key member handle important feature backend project,0,train
2812,1mplify event https//mplifyeventscom/ platform event management interaction,0,train
2813,join middle project,0,train
2814,code feature backend frontend interactive tool survey,1,train
2815,luckydraw business match announcement question answer,0,train
2816,2bhselearne platform event management interaction,0,train
2817,project start,0,train
2818,code feature backend course class question,0,train
2819,exam bank online meet room learn exam,0,train
2820,3 hamaben web application japanese client people university order,0,train
2821,food,0,train
2822,join update,0,train
2823,code feature request client,0,train
2824,php advanced,1,train
2825,industry expertise,0,train
2826,read good,0,train
2827,write good,1,train
2828,listen good,1,train
2829,speak good,0,train
2830,communication good,1,train
2831,leadership good,1,train
2832,teamwork good,1,train
2833,le thi thuy duyen,0,train
2834,lttduyen95@gmailcom,0,train
2835,danang viet nam,0,train
2836,da nang college economic plan,1,train
2837,degree classification good,0,train
2838,danang software test training center,1,train
2839,knowledge software test,1,train
2840,software test process,1,train
2841,software test case test report test,1,train
2842,app execute test,0,train
2843,test method black box test,0,train
2844,test level unit test integration,0,train
2845,test system test acceptance,1,train
2846,iot link company,0,train
2847,project 1 ims incident management system,1,train
2848,management system,1,train
2849,design test case,0,train
2850,test software compatibility mobile phone,1,train
2851,project 2 sale staff management 05/2018 11/2018,0,train
2852,interact easily workplace,0,train
2853,study requirement design test case,0,train
2854,enjoy work company,0,train
2855,project 1 hunet web 12/2018 04/2019,0,train
2856,log bug mantis system,1,train
2857,project 2 lavangtour web 05/2019 06/2019,0,train
2858,project 3 careu web 07/2019 11/2019,0,train
2859,log bug open project system,1,train
2860,check compatibility web app,1,train
2861,project 4 meatbox web 12/2019 03/2020,0,train
2862,fpt software company 04/2020 09/2020,1,train
2863,project 1 togic web,0,train
2864,require research perform test case design itc,1,train
2865,process,0,train
2866,perform function test itr process system test,0,train
2867,log bug jira system,1,train
2868,project 1 slim web 10/2020 11/2020,0,train
2869,require research perform function test utr,1,train
2870,process system test,0,train
2871,project 1 lg web 12/2020 present,0,train
2872,require research perform function test,1,train
2873,log bug wire system,1,train
2874,nguyen ngoc tai,0,train
2875,intern nodejs dev,1,train
2876,taulatai123,0,train
2877,taino846@gmailcom,0,train
2878,want try experience process work,1,train
2879,professionally company,0,train
2880,work dynamic professional environment,0,train
2881,have opportunity develop personal ability,0,train
2882,accumulate improve experience,1,train
2883,project website build similar website,0,train
2884,bookingcarevn,0,train
2885,link website https//bookingcare123herokuappcom/,0,train
2886,owner,0,train
2887,book care,1,train
2888,cms system,0,test
2889,cms small scale website aim manage,1,train
2890,student report article university,1,train
2891,link github project,0,test
2892,hotel reservation system,0,test
2893,project hotel book website main,0,test
2894,function book / cancel room change,0,test
2895,room run platform website,0,test
2896,chatbot,0,test
2897,link website codechatluongcom,0,test
2898,greenwich university,0,test
2899,net,0,test
2900,nodejs,1,train
2901,jun 2018july 2020jun 2018july 2020jun 2018july 2020foreign,0,test
2902,ho xuan dan,0,test
2903,phone 0367 822 100,0,test
2904,email danho1701@gmailcom,0,test
2905,birthday 17/01/1998,0,test
2906,adress k112/9 street hai chau district da nang city,0,test
2907,friendly people socialize,0,test
2908,environment want long,0,test
2909,graduate year 03/2021,0,test
2910,time company,0,test
2911,internship tester iotlink 0406/2021,0,test
2912,software test freelance test,1,train
2913,typical project,0,test
2914,map4d,0,test
2915,stqc software city,1,train
2916,boss hugo,0,test
2917,fast car,0,test
2918,busticket,0,test
2919,study requirement,0,test
2920,prepare inviroment test,0,test
2921,excute test,0,test
2922,log bug system,1,train
2923,complete software test course,1,train
2924,analysis design information system,0,test
2925,black box test,0,test
2926,intergration test,0,test
2927,system test,0,test
2928,use jira,0,test
2929,acceptance test,1,train
2930,test pass,0,test
2931,test fail,0,test
2932,study da nang university architecture 06/201603/2021,0,test
2933,design website wordpress,0,test
2934,openminded dynamic creative,1,train
2935,teamwork proficient agile scrum,1,train
2936,ability work independently,0,test
2937,discover new thing,0,test
2938,landscape draw,0,test
2939,volunteer collection book mountain child,0,test
2940,participate volunteer activity pick trash khe beach,0,test
2941,ton quoc viet,0,test
2942,linkedin,0,test
2943,tonquocviet159753@gmailcom,0,test
2944,tonquocvietqn,0,test
2945,basic communication skill,1,train
2946,institution,0,test
2947,degree,0,test
2948,employment history,0,test
2949,jun 2019 mar 2020 htactive danang vietnam,0,test
2950,apr 2020 present,0,test
2951,fpt software danang vietnam,1,train
2952,title,0,test
2953,15 year work experience application development website development,1,train
2954,implementation deployment,0,test
2955,experience script php magento java script reactjs vuejs,1,train
2956,year experience,0,test
2957,java script jquery,1,train
2958,15 year,0,test
2959,page 1 3,0,test
2960,magento,1,train
2961,php storm,1,train
2962,ecommerce,0,test
2963,1 year,0,test
2964,8 month,0,test
2965,sit project sit hr,0,test
2966,jun 2019 aug 2019,0,test
2967,development frontend tool management customer twolaw,1,train
2968,team member,0,test
2969,large team size 8,0,test
2970,code fixbug,0,test
2971,html vuejs vuex axios vuetify,1,train
2972,octopusmoutain studio,0,test
2973,aug 2019 nov2019,0,test
2974,octopus moutain studio,0,test
2975,development frontend customer octopusmountain studio,1,train
2976,optimal seo gatsbyj animation effect refer link,0,test
2977,octopusmoutaincom,0,test
2978,html reactjs react hook gatsbyj headless cms netlify,1,train
2979,cms animation styledcomponent,0,test
2980,thegioigas,0,test
2981,nov 2019 aug 2020,0,test
2982,page 2 3,0,test
2983,reactjs antddesign ui component redux saga,1,train
2984,lg ecommerce,0,test
2985,aug 2020 present,0,test
2986,work fpt project development system ecommerce multiple country,1,train
2987,customer lg magento platform ecommerce,0,test
2988,large team size 70,0,test
2989,mysql magento platform version 2,1,train
2990,magento commerce developer adoe702,1,train
2991,refer file pdf https//tinyurlcom,0,test
2992,verification link https//wwwcertmetricscom,0,test
2993,verification code 3t4y7ce21mq4qlwd,0,test
2994,page 3 3,0,test
2995,nguyen hong nhat,0,test
2996,december 7th 1998,0,test
2997,nguyenhongnhat71298@g,0,test
2998,cam le khue trung da,0,test
2999,codegym da nang,0,test
3000,course java bootcamp,1,train
3001,suninc company,0,test
3002,course ruby ruby rail,1,train
3003,https//wwwfacebookc,0,test
3004,jun 2020 feb 2021,0,test
3005,feb 2021 apr 2021,0,test
3006,project suninc company,0,test
3007,general team size 2 person,0,test
3008,work good environment,0,test
3009,bring benefit company,0,test
3010,flow,0,test
3011,improve professional skill learn,0,test
3012,knowledge especially foreign language,0,test
3013,description project 2 member manage spend,0,test
3014,23 year,0,test
3015,requirement,0,test
3016,professional backend programmer learn,0,test
3017,create database mysql server,1,train
3018,code ruby 270 rail 60 bootstrap html css rail gem,1,train
3019,java 8 spring boot,1,train
3020,angular,0,test
3021,devise cancancan ransack,0,test
3022,write test use gem rspec rail,1,train
3023,technology runtime environment,1,train
3024,linux 2004,0,test
3025,ruby javascript bootstrap 3 css html5 scrum,1,train
3026,sublime text 3,0,test
3027,nov 2020 dec 2020,0,test
3028,project codegym,0,test
3029,2 flight ticket agency management,0,test
3030,general team size 16 person,0,test
3031,description project 16 member 4 group leader,0,test
3032,blog football gym,0,test
3033,group 2 connection team member task,0,test
3034,project create display save excel statistic accord,0,test
3035,userselecte information screen statistic,0,test
3036,create prototype design ui function userchooseinformation,1,train
3037,create detail design write use case diagram pseudo code,1,train
3038,write blackbox testcase write use case diagram pseudo,1,train
3039,code java8 spring boot spring restful angular bootstrap,1,train
3040,html css angular material filtersave chartjs exceljs library,1,train
3041,review code review code team member,0,test
3042,update testcase update blackbox testcase,0,test
3043,fixbug fix error product,1,train
3044,check quantity check product finish project,0,test
3045,microsoft window 10,0,test
3046,javascript typescript bootstrap 4 css3 html5 angular8,1,train
3047,java8 spring boot spring resful excel scrum trello,0,test
3048,intellij idea webstorm mysql workbench 80ce,1,train
3049,dec 2020 jan 2021,0,test
3050,3 parking management,0,test
3051,function automatic license plate recognition,0,test
3052,description project 16 person divide 4 team,0,test
3053,leader old team have solve automatic,0,test
3054,license plate scan simulate screen camera,0,test
3055,image vehicle system scan,0,test
3056,license plate check database return,0,test
3057,correspond result,0,test
3058,create prototype design ui camerascreen,1,train
3059,html css angular material anpr library,1,train
3060,java8 spring boot spring resful mysql workbench 80ce scrum,1,train
3061,trello,0,test
3062,intellij idea webstorm,0,test
3063,4 thesis management,1,train
3064,general team size 15 person,0,test
3065,function answer question student,0,test
3066,description project teacher charge student,0,test
3067,management task make respond interact feature,1,train
3068,student list question submit question,0,test
3069,trainee function post social network site,0,test
3070,facebook instagram comment,0,test
3071,side,0,test
3072,html css angular material angular emoji,1,train
3073,trello intellij idea webstorm,0,test
3074,pham khang,0,test
3075,june 2016 present,0,test
3076,nov 2019 jun 20420,0,test
3077,technical skill summary,0,test
3078,experience java web technology jsp jdbc hibernate,1,train
3079,jpa spring mvc,0,test
3080,experience netbeans ide eclipse ide,1,train
3081,experience sql server mysql,1,train
3082,experience maven,0,test
3083,experience html css bootstrap javascript,1,train
3084,da nang university technical education,1,train
3085,specialize information technology,1,train
3086,final year student,0,test
3087,june 2016 july 2020,0,test
3088,2019 july 2020,0,test
3089,description website sell laptop onlinethe purpose project,0,test
3090,provide easy shop facility online easy sell facility help,0,test
3091,people purchase item fast easy convinient,0,test
3092,web server tomcat 80,1,train
3093,ide eclipse,1,train
3094,technology spring mvc jpa,1,train
3095,december 20 1998,0,test
3096,khangcct1998@gmailcom,0,test
3097,binhdinh vietnam,0,test
3098,https//wwwfacebookcom/10003,0,test
3099,desire apply knowledge,0,test
3100,learn practice,0,test
3101,successfully suitable work,0,test
3102,future learn new thing gain,0,test
3103,professional programmer,0,test
3104,effective way,0,test
3105,analysis design db erd,0,test
3106,register,0,test
3107,sign,0,test
3108,buy search sort product,0,test
3109,view product detail,0,test
3110,checkout,0,test
3111,discount,0,test
3112,check state order,0,test
3113,send information email,0,test
3114,authorization access,0,test
3115,la hoai,0,test
3116,trinh,0,test
3117,t n t e r n s h p,0,test
3118,accumulate skill experience,1,train
3119,programming master tool need,1,train
3120,create specific application,0,test
3121,study school furthermore,0,test
3122,deep understand software life,1,train
3123,cycle capable aspect,0,test
3124,programming test,0,test
3125,know,0,test
3126,foreign language communicate,0,test
3127,japanese strong point,0,test
3128,concept creation,0,test
3129,project analysis algorithm design,1,train
3130,idea proceed build program,0,test
3131,professional development,1,train
3132,stem bootcamp training,0,test
3133,participate stem training camp,0,test
3134,4th year student information technology,1,train
3135,gpa 311,0,test
3136,core skill,0,test
3137,solve problem skill,0,test
3138,experience organize extracurricular activity,1,train
3139,able listen speak read write basic japanese,1,train
3140,career highlight,0,test
3141,5 time receive scholarship encourage study,0,test
3142,receive microsoft youthspark scholarship,0,test
3143,certificate participation prevention,0,test
3144,epidemic covid19 dut,0,test
3145,c o n t c t d e t l s,0,test
3146,fbcom,0,test
3147,hoaitrinh459@gmailcom,0,test
3148,hoa minh lien,0,test
3149,tran quang tien,0,test
3150,apply java,1,train
3151,02/05/199x,0,test
3152,tranquangtien025@gmailcom,0,test
3153,hoa khanh bac lien chieu da,0,test
3154,nang vietnam,0,test
3155,hpid100049367993551,0,test
3156,graduate,0,test
3157,administration manager,0,test
3158,university long time,0,test
3159,gradually realize prefer,0,test
3160,industry interesting,0,test
3161,knowledge future,0,test
3162,adaptable finally decide,0,test
3163,come creative road,0,test
3164,think life helpful,0,test
3165,seek suitable,0,test
3166,challenge environment,0,test
3167,serve establish career,0,test
3168,firm,0,test
3169,major administration manager,0,test
3170,experience java web technology,1,train
3171,jsp jdbc spring mvc,0,test
3172,jpa,0,test
3173,experience netbeans ide,1,train
3174,experience microsoft sql workbench,1,train
3175,experience github,1,train
3176,experience html css bootstrap,1,train
3177,flight book management,0,test
3178,march april 2021,0,test
3179,description purpose project provide,0,test
3180,easy management way admin manager,0,test
3181,database mysql workbench,1,train
3182,web server tomcat 90,1,train
3183,ide apache netbeans ide 113,1,train
3184,team number 2,0,test
3185,role admin manager,0,test
3186,opportunity expand skill,0,test
3187,knowledge finally hope,0,test
3188,limit ability contribute,0,test
3189,growth,0,test
3190,company small,0,test
3191,certificate japaneselanguage n3,0,test
3192,certificate professional,0,test
3193,programing langue java,1,train
3194,grant professional programmer,0,test
3195,training center iviettech,0,test
3196,read skill material,0,test
3197,listenne skill,0,test
3198,speak skill,0,test
3199,write skill,1,train
3200,presentation delivery skill,1,train
3201,music non metal,0,test
3202,responsibility function admin manager,1,train
3203,analysis design db manage correspond,1,train
3204,datum,0,test
3205,check state booking,0,test
3206,print book invoice,0,test
3207,edit information,0,test
3208,change password,0,test
3209,database design analysis,0,test
3210,work mysql workbench,1,train
3211,work spring mvc jpa,0,test
3212,experience template html css,1,train
3213,experience ajax javascript,1,train
3214,experience time management,1,train
3215,experience project relate datum search,1,train
3216,experience teamwork collaboration,1,train
3217,source code,0,test
3218,21-Jan,0,test
3219,simple project manage product order,0,test
3220,description purpose project outline,0,test
3221,function ecommerce website,0,test
3222,responsibility function manager,1,train
3223,create edit delete product,0,test
3224,order product,0,test
3225,save customer info,0,test
3226,send email notify customer,0,test
3227,experience javascript,1,train
3228,codegym hue,0,test
3229,java web backend development,1,train
3230,aptech hue,0,test
3231,ltv international,0,test
3232,06/2018 hien tai,0,test
3233,quang phuoc,0,test
3234,fresher java developer,1,train
3235,codegym bootcamp hue,0,test
3236,doquangphuoc9999@gmailcom,0,test
3237,huong toan huong tra thua,0,test
3238,thien hue,0,test
3239,want fresher java,1,train
3240,year stick,0,test
3241,junior 45 year,0,test
3242,senior,0,test
3243,spring framework,0,test
3244,mysql postgresql,1,train
3245,learn use html css javascript create basic website,1,train
3246,access java database mysql / postgresql ajax build backend application,1,train
3247,jsp / servlet technology spring framework spring mvc spring boot spring security,1,train
3248,skill search information,1,train
3249,divide work,1,train
3250,learn process codegym,0,test
3251,module 1 5 week 200 hour,0,test
3252,solve think problem,0,test
3253,complete course learn get thing kanban help well,0,test
3254,efficient work management,1,train
3255,learn foundation javascrip,0,test
3256,write clean code,1,train
3257,learn object orient programming oop,1,train
3258,knowledge gain,0,test
3259,problem solve think,0,test
3260,use basic html,1,train
3261,proficient javascrip,0,test
3262,basic objectoriente programming,0,test
3263,selfstudy document search skill,0,test
3264,work management,1,train
3265,teamwork skill,1,train
3266,complete web page html css,1,train
3267,selfcomplete static websitelink https//githubcom,0,test
3268,module 2 4 week 220 hour,0,test
3269,java core,1,train
3270,familiar objectoriente programming oop java,1,train
3271,think solve problem,0,test
3272,skill achieve,0,test
3273,solve problem,0,test
3274,objectoriente programming skill,0,test
3275,module 3 6 week 300 hour,0,test
3276,java ee,1,train
3277,know java webservlet jsp,1,train
3278,familiar database mysql,1,train
3279,implement mvc model,0,test
3280,good use servlet jsp,0,test
3281,improve objectoriente programming skill,0,test
3282,design execute query mysql,1,train
3283,database connection jdbc,0,test
